customer,total_items,discount%,Food%,Fresh%,Drinks%,Home%,Beauty%,Health%,Baby%,Pets%,number_orders,label,class
38,23.666666666666668,0.33666666666666667,17.539999999999996,9.273333333333333,56.71666666666667,13.459999999999999,3.01,0.0,0.0,0.0,3.0,6,pets_lovers
39,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0,home_products
40,69.0,3.16,40.14,48.3,7.2,1.58,0.0,0.0,2.78,0.0,1.0,4,Beauty_buyers
41,41.0,20.261818181818185,28.030909090909088,39.912727272727274,13.62,7.469090909090909,8.094545454545456,2.8736363636363635,0.0,0.0,11.0,7,fresh_regulars
42,37.2,6.662000000000001,17.772,24.938,17.086000000000002,5.176,5.952,0.0,29.076,0.0,5.0,4,Beauty_buyers
43,25.666666666666668,6.666666666666667,0.0,0.0,25.176666666666666,74.14999999999999,0.6733333333333333,0.0,0.0,0.0,3.0,3,discount_customers
44,51.0,0.0,60.78,0.0,7.08,0.0,0.0,0.0,32.14,0.0,1.0,1,drink_buyers
45,19.333333333333332,1.8099999999999998,7.506666666666667,3.81,56.56333333333333,8.976666666666667,14.426666666666668,8.713333333333333,0.0,0.0,3.0,6,pets_lovers
46,26.0,23.84,0.0,13.08,27.6,35.93,14.91,8.48,0.0,0.0,1.0,3,discount_customers
47,39.0,1.09,15.04,18.39,45.89,17.33,3.35,0.0,0.0,0.0,1.0,6,pets_lovers
48,40.86363636363637,18.805,22.782272727272726,47.90136363636364,14.397727272727273,5.881363636363637,3.627727272727273,0.0,5.411363636363636,0.0,22.0,7,fresh_regulars
49,5.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,3,discount_customers
50,31.166666666666668,10.475,20.966666666666665,16.063333333333336,54.37833333333334,5.233333333333333,2.111666666666667,1.2483333333333333,0.0,0.0,6.0,6,pets_lovers
51,69.25,3.1825,18.8,50.27,15.965,5.815,1.11,0.0,0.0,8.0375,4.0,4,Beauty_buyers
52,10.0,30.64,0.0,0.0,0.0,56.1,43.9,0.0,0.0,0.0,1.0,3,discount_customers
53,58.857142857142854,16.72142857142857,42.28071428571428,44.189285714285724,6.1085714285714285,4.228571428571429,1.6949999999999998,0.2292857142857143,1.270714285714286,0.0,14.0,7,fresh_regulars
54,60.0,5.13,31.85,30.42,12.51,11.6,13.61,0.0,0.0,0.0,1.0,4,Beauty_buyers
55,26.266666666666666,1.3266666666666669,15.789333333333333,40.083999999999996,7.281333333333333,6.295333333333334,4.274666666666667,0.0,26.276666666666664,0.0,15.0,7,fresh_regulars
56,43.0,8.726666666666667,18.73333333333333,39.53333333333333,9.096666666666666,18.12666666666667,10.366666666666667,4.1433333333333335,0.0,0.0,3.0,4,Beauty_buyers
57,39.0,5.65,6.03,4.07,49.06,4.93,0.0,0.0,35.92,0.0,1.0,6,pets_lovers
58,17.0,13.75,12.55,0.0,69.47,17.99,0.0,0.0,0.0,0.0,1.0,6,pets_lovers
59,34.0,11.39,0.0,0.0,53.03,15.7,23.44,7.83,0.0,0.0,1.0,6,pets_lovers
60,28.1,2.493,39.48800000000001,35.141999999999996,19.958000000000006,4.823,0.21200000000000002,0.377,0.0,0.0,10.0,7,fresh_regulars
61,33.625,5.7387500000000005,23.361250000000002,52.693749999999994,19.715,1.5875,2.64125,0.0,0.0,0.0,8.0,4,Beauty_buyers
62,11.0,24.63,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,3,discount_customers
63,5.5,0.14,0.0,0.0,4.72,0.0,0.0,0.0,95.28,0.0,2.0,2,Loyal_customers
64,28.0,13.05,24.45,0.0,29.22,19.09,23.12,0.0,4.11,0.0,1.0,1,drink_buyers
65,7.5,9.625,6.215,0.0,9.61,0.0,0.0,0.0,84.18,0.0,2.0,2,Loyal_customers
66,38.0,8.73,17.71,7.04,20.6,51.91,2.74,0.0,0.0,0.0,1.0,3,discount_customers
67,38.46666666666667,2.4100000000000006,12.175333333333333,47.373999999999995,22.514000000000003,7.956666666666666,1.1733333333333333,2.6086666666666662,6.198666666666666,0.0,15.0,7,fresh_regulars
68,71.75,9.357500000000002,56.11,17.752499999999998,17.4925,5.757499999999999,2.2375,0.0,0.6475,0.0,4.0,1,drink_buyers
69,37.0,12.776666666666664,25.323333333333334,28.626666666666665,27.703333333333333,13.076666666666666,4.3966666666666665,0.0,0.0,0.8744444444444445,9.0,7,fresh_regulars
70,31.125,11.5975,25.1575,41.5725,11.481250000000001,4.095,1.0175,0.0,16.67875,0.0,8.0,7,fresh_regulars
71,19.333333333333332,16.786666666666665,23.19666666666667,46.54999999999999,15.623333333333333,0.0,6.6933333333333325,0.0,1.5933333333333335,6.343333333333334,3.0,4,Beauty_buyers
72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,2,Loyal_customers
73,30.0,6.75,55.42,0.0,44.58,0.0,0.0,0.0,0.0,0.0,1.0,1,drink_buyers
74,33.4,11.384,23.634,32.986000000000004,33.778000000000006,7.07,1.8059999999999998,0.724,0.0,0.0,5.0,4,Beauty_buyers
75,27.454545454545453,5.533636363636362,19.796363636363637,30.272727272727277,6.880000000000001,9.47,9.712727272727271,0.4036363636363637,23.463636363636365,0.0,11.0,7,fresh_regulars
76,20.5,14.575,32.510000000000005,0.0,24.97,39.69,2.835,0.0,0.0,0.0,2.0,3,discount_customers
77,20.333333333333332,2.9499999999999997,15.698333333333336,4.685,17.048333333333336,18.3,19.716666666666665,0.4716666666666667,24.078333333333337,0.0,6.0,1,drink_buyers
78,29.0,7.9700000000000015,15.446666666666665,45.61333333333334,8.133333333333333,30.80666666666667,0.0,0.0,0.0,0.0,3.0,4,Beauty_buyers
79,23.0,12.09,60.89,0.0,20.79,16.22,2.1,0.0,0.0,0.0,1.0,1,drink_buyers
80,17.5,2.9899999999999998,15.9,3.15,44.05,0.0,0.0,0.0,36.905,0.0,2.0,6,pets_lovers
81,58.4,18.102,17.448,38.089999999999996,32.692,1.94,6.888,2.684,0.26,0.0,5.0,4,Beauty_buyers
82,52.4,7.2780000000000005,25.324,12.366,33.762,10.706,5.13,0.0,12.712,0.0,5.0,1,drink_buyers
83,21.0,12.035,12.295,0.0,5.4,73.715,8.59,0.0,0.0,0.0,2.0,3,discount_customers
84,21.0,4.22,19.05,54.07,26.88,0.0,0.0,0.0,0.0,0.0,1.0,4,Beauty_buyers
85,13.0,1.4,10.14,8.11,52.34,9.74,0.0,0.0,0.0,19.67,1.0,6,pets_lovers
86,48.5,4.03,38.79,20.655,15.055,16.36,0.0,7.735,1.405,0.0,2.0,1,drink_buyers
87,34.25,12.528749999999999,34.825,0.0,27.49125,11.78375,23.3725,2.52625,0.0,0.0,8.0,1,drink_buyers
88,19.0,15.13,19.11,8.83,24.18,47.88,0.0,0.0,0.0,0.0,1.0,3,discount_customers
89,35.0,39.77,11.86,18.13,3.35,54.06,12.6,0.0,0.0,0.0,1.0,3,discount_customers
90,16.0,4.02,12.06,0.0,39.13,5.05,19.55,24.2,0.0,0.0,1.0,0,home_products
91,45.0,4.475,60.760000000000005,0.0,14.855,14.415000000000001,9.97,0.0,0.0,0.0,2.0,1,drink_buyers
92,30.666666666666668,0.8966666666666666,38.99,0.0,0.7833333333333333,34.20666666666667,15.173333333333332,6.583333333333333,2.376666666666667,1.8933333333333333,3.0,1,drink_buyers
93,5.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,drink_buyers
94,50.75,3.01,87.6825,0.0,5.3125,6.3125,0.695,0.0,0.0,0.0,4.0,1,drink_buyers
96,30.5,12.719999999999999,16.64,26.005,6.935,0.0,2.17,0.0,48.25,0.0,2.0,2,Loyal_customers
97,19.0,22.14,30.34,0.0,69.66,0.0,0.0,0.0,0.0,0.0,1.0,6,pets_lovers
98,37.0,5.47,27.59,0.0,47.58,24.83,0.0,0.0,0.0,0.0,1.0,1,drink_buyers
99,24.0,11.79,69.35,0.0,5.24,25.41,0.0,0.0,0.0,0.0,1.0,1,drink_buyers
100,82.25,49.962500000000006,81.62,0.0,15.832500000000001,1.06,0.0,0.0,1.05,0.0,4.0,5,new_parents
101,16.0,8.875,0.0,5.085,45.295,0.0,0.0,0.0,49.620000000000005,0.0,2.0,6,pets_lovers
102,72.0,5.79,20.61,4.6,51.37,23.43,0.0,0.0,0.0,0.0,1.0,1,drink_buyers
103,33.0,0.26,61.61,0.0,4.44,5.845,5.925000000000001,20.48,0.0,1.7,2.0,1,drink_buyers
104,37.5,1.3233333333333333,7.578333333333333,16.59,28.31,11.615,6.458333333333333,2.3533333333333335,27.093333333333334,0.0,6.0,1,drink_buyers
105,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,2,Loyal_customers
106,12.0,6.44,20.26,0.0,79.74,0.0,0.0,0.0,0.0,0.0,1.0,6,pets_lovers
107,44.5,6.847499999999999,11.9375,25.6575,20.2025,13.6825,1.4475,0.0,27.067500000000003,0.0,4.0,4,Beauty_buyers
108,17.5,1.49,20.895,38.45,11.965,7.819999999999999,10.010000000000002,10.86,0.0,0.0,2.0,4,Beauty_buyers
109,21.833333333333332,7.348333333333334,17.105,0.0,34.71666666666666,21.32,16.021666666666665,5.226666666666667,0.0,5.608333333333333,6.0,1,drink_buyers
110,12.5,16.950000000000003,11.62,0.0,28.375,28.55,31.455,0.0,0.0,0.0,2.0,3,discount_customers
111,19.0,12.97,0.0,0.0,21.96,69.61,8.43,0.0,0.0,0.0,1.0,3,discount_customers
112,39.785714285714285,3.911428571428572,28.66071428571429,21.74642857142857,23.465000000000003,11.031428571428568,4.558571428571428,0.6378571428571428,9.899285714285712,0.0,14.0,7,fresh_regulars
113,59.92857142857143,4.242857142857143,19.569999999999997,57.855,11.209999999999999,9.719285714285716,0.5192857142857142,0.11,1.0178571428571428,0.0,14.0,7,fresh_regulars
114,26.5,11.704999999999998,31.096666666666668,28.746666666666666,15.926666666666668,9.82,6.118333333333333,0.0,8.295,0.0,6.0,4,Beauty_buyers
115,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,3,discount_customers
116,44.0,3.355,28.824999999999996,53.622499999999995,5.734999999999999,6.865,4.9525,0.0,0.0,0.0,4.0,4,Beauty_buyers
117,28.5,8.925,17.38,32.475,13.85,18.255000000000003,7.315,0.0,10.725,0.0,2.0,4,Beauty_buyers
118,38.333333333333336,3.801666666666667,38.048333333333325,0.0,25.27666666666666,19.256666666666664,10.376666666666667,0.91,6.13,0.0,6.0,1,drink_buyers
119,21.0,16.8,22.71,0.0,0.0,33.73,43.55,0.0,0.0,0.0,1.0,3,discount_customers
120,23.857142857142858,5.132857142857143,34.87285714285714,8.584285714285715,27.80142857142857,16.99,5.2557142857142845,0.0,6.4957142857142856,0.0,7.0,1,drink_buyers
121,76.66666666666667,1.2466666666666668,11.058333333333335,38.343333333333334,38.88333333333333,7.4799999999999995,4.239999999999999,0.0,0.0,0.0,6.0,4,Beauty_buyers
122,22.5,13.455,11.275,0.0,7.87,30.025,17.740000000000002,5.915,27.185000000000002,0.0,2.0,3,discount_customers
123,26.0,17.345,5.53,0.0,0.795,33.985,1.45,0.0,58.24,0.0,2.0,2,Loyal_customers
124,140.6,4.018,23.702,50.446,14.655000000000001,5.869,4.875,0.45299999999999996,0.0,0.0,10.0,4,Beauty_buyers
125,15.8,37.71,10.664,13.974,2.256,16.39,21.274,0.0,35.44199999999999,0.0,5.0,2,Loyal_customers
126,47.5,11.34,11.305,0.0,30.385,29.51,18.405,0.48,9.92,0.0,2.0,1,drink_buyers
127,33.0,4.41,42.06,0.0,12.22,18.74,5.25,21.74,0.0,0.0,1.0,0,home_products
128,24.0,0.95,5.84,16.64,13.82,46.85,16.85,0.0,0.0,0.0,1.0,3,discount_customers
129,12.0,25.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,9,futur_loyal_custumors
130,41.0,9.15,47.72,0.0,26.685000000000002,19.535,6.0649999999999995,0.0,0.0,0.0,2.0,1,drink_buyers
131,40.0,26.09,4.55,13.71,2.57,33.45,0.0,0.0,45.72,0.0,1.0,3,discount_customers
132,29.0,4.89,19.38,0.0,61.08,19.54,0.0,0.0,0.0,0.0,1.0,6,pets_lovers
133,15.0,17.88,24.94,0.0,8.55,66.51,0.0,0.0,0.0,0.0,1.0,3,discount_customers
134,34.0,8.23,26.32,0.0,16.995,34.620000000000005,20.795,0.0,1.265,0.0,2.0,1,drink_buyers
135,40.0,13.84,30.903999999999996,1.192,27.104000000000003,24.248,15.718,0.0,0.834,0.0,5.0,1,drink_buyers
136,9.0,17.743750000000002,5.827500000000001,0.31375,68.4125,7.1325,18.31375,0.0,0.0,0.0,8.0,6,pets_lovers
137,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,2,Loyal_customers
138,54.5,10.0475,35.42,0.0,19.0025,36.39,5.1325,2.405,0.0,1.6475,4.0,1,drink_buyers
139,1.0,9.64,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,8,health_conscious
140,23.0,66.86,0.0,0.0,0.0,46.12,15.34,0.0,38.54,0.0,1.0,3,discount_customers
141,18.0,5.68,0.0,0.0,69.845,0.0,0.0,0.0,0.0,30.155,2.0,6,pets_lovers
142,13.5,7.101666666666667,5.378333333333334,0.0,14.911666666666667,20.101666666666667,11.401666666666666,3.4316666666666666,42.05833333333334,2.716666666666667,6.0,2,Loyal_customers
143,20.0,8.37,26.01,0.0,73.99,0.0,0.0,0.0,0.0,0.0,1.0,6,pets_lovers
144,14.0,4.255,35.875,0.0,37.16,16.595,10.37,0.0,0.0,0.0,2.0,1,drink_buyers
145,13.6,5.162,10.792000000000002,0.0,0.9880000000000001,28.05,48.114,0.0,0.0,12.053999999999998,5.0,3,discount_customers
146,49.0,17.93375,13.4425,48.53625,8.44,20.58125,8.26625,0.645,0.08625,0.0,8.0,4,Beauty_buyers
147,50.0,23.92,33.99,0.0,6.44,0.0,0.0,0.0,59.57,0.0,1.0,2,Loyal_customers
148,38.25,2.2525,13.8475,0.0,46.3275,27.345000000000002,12.035,0.445,0.0,0.0,4.0,6,pets_lovers
149,8.0,53.29,13.31,3.76,0.0,41.68,0.0,0.0,41.24,0.0,1.0,3,discount_customers
150,2.0,43.57,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,2,Loyal_customers
152,10.5,0.7,9.22,0.0,1.595,10.295,14.51,0.0,64.375,0.0,2.0,2,Loyal_customers
153,44.0,24.13,0.0,0.0,17.71,82.29,0.0,0.0,0.0,0.0,1.0,3,discount_customers
154,32.0,11.73,3.5700000000000003,18.06,70.65,4.945,2.775,0.0,0.0,0.0,2.0,6,pets_lovers
155,22.666666666666668,5.346666666666667,19.596666666666668,0.0,15.99,23.096666666666664,35.053333333333335,6.266666666666667,0.0,0.0,3.0,1,drink_buyers
156,27.0,1.69,11.32,0.0,0.0,37.45,24.56,26.67,0.0,0.0,1.0,0,home_products
157,12.0,22.06,0.0,13.79,0.0,60.17,26.05,0.0,0.0,0.0,1.0,3,discount_customers
158,30.4,3.6519999999999997,43.824,2.67,30.885999999999996,9.58,4.516,0.0,0.0,8.522,5.0,1,drink_buyers
159,27.0,7.535,45.894999999999996,0.0,54.105000000000004,0.0,0.0,0.0,0.0,0.0,2.0,6,pets_lovers
160,14.9,4.421,4.587000000000001,12.23,14.599,14.268,6.678,8.333000000000002,39.306999999999995,0.0,10.0,7,fresh_regulars
161,48.5,9.135,47.065,0.0,17.705,28.185,0.815,2.355,3.88,0.0,2.0,1,drink_buyers
162,38.0,13.02,1.08,49.99,23.66,24.0,0.0,0.0,0.0,1.26,1.0,4,Beauty_buyers
163,18.88888888888889,6.287777777777778,28.603333333333335,33.221111111111114,29.778888888888886,0.8966666666666667,6.855555555555556,0.0,0.6411111111111111,0.0,9.0,7,fresh_regulars
164,26.666666666666668,23.676666666666666,3.126666666666667,0.0,3.19,78.96666666666667,13.816666666666668,0.0,0.9,0.0,3.0,3,discount_customers
165,27.0,26.38,0.0,0.0,4.76,34.1,53.87,7.26,0.0,0.0,1.0,3,discount_customers
166,16.0,12.64,0.0,0.0,0.0,0.0,12.52,0.0,0.0,87.48,1.0,9,futur_loyal_custumors
167,23.333333333333332,2.41,26.42,20.583333333333332,45.18666666666667,1.55,6.260000000000001,0.0,0.0,0.0,3.0,6,pets_lovers
168,27.666666666666668,9.351666666666667,53.49666666666666,1.2616666666666667,20.58,10.51,11.248333333333333,2.901666666666667,0.0,0.0,6.0,1,drink_buyers
169,23.0,32.17,55.09,0.0,44.91,0.0,0.0,0.0,0.0,0.0,1.0,1,drink_buyers
170,39.5,9.0775,47.56,16.57,13.102500000000001,14.915,7.8549999999999995,0.0,0.0,0.0,4.0,1,drink_buyers
171,34.0,15.68,25.86,21.74,27.18,25.22,0.0,0.0,0.0,0.0,1.0,1,drink_buyers
172,12.454545454545455,2.27,21.89090909090909,14.795454545454545,38.00090909090909,11.110000000000001,13.073636363636364,1.1263636363636365,0.0,0.0,11.0,7,fresh_regulars
173,17.0,13.91,44.31,0.0,40.13,0.0,15.57,0.0,0.0,0.0,1.0,1,drink_buyers
174,25.857142857142858,4.867142857142857,24.438571428571432,41.32285714285714,21.195714285714285,6.251428571428572,5.567142857142857,0.0,1.2242857142857144,0.0,7.0,4,Beauty_buyers
175,37.0,4.99,34.74,14.77,38.33,2.87,9.29,0.0,0.0,0.0,1.0,1,drink_buyers
176,53.0,7.5,22.71,0.0,33.09,40.61,3.59,0.0,0.0,0.0,1.0,1,drink_buyers
177,25.0,6.97,7.48,0.0,35.93,29.4,19.24,0.0,0.0,7.95,1.0,1,drink_buyers
178,24.75,16.23,17.37,24.405,29.525,11.112499999999999,2.0575,0.0,15.5275,0.0,4.0,1,drink_buyers
179,15.0,16.19,22.42,0.0,48.9,28.67,0.0,0.0,0.0,0.0,1.0,6,pets_lovers
181,22.0,4.72,35.705,0.0,31.229999999999997,27.535,5.53,0.0,0.0,0.0,2.0,1,drink_buyers
182,32.5,6.005,20.955,0.0,67.165,10.375,1.505,0.0,0.0,0.0,2.0,6,pets_lovers
183,6.0,0.0,0.0,0.0,0.0,15.39,0.0,0.0,84.61,0.0,1.0,2,Loyal_customers
184,31.75,8.982500000000002,11.8025,30.2925,5.672499999999999,40.065,12.165000000000001,0.0,0.0,0.0,4.0,3,discount_customers
185,10.0,3.9,0.0,0.0,0.0,78.49,21.51,0.0,0.0,0.0,1.0,3,discount_customers
186,17.0,5.02,4.86,0.0,68.7,26.45,0.0,0.0,0.0,0.0,1.0,6,pets_lovers
187,9.0,41.19,0.0,0.0,7.47,31.47,0.0,0.0,61.06,0.0,1.0,2,Loyal_customers
188,35.0,6.3,32.92,0.0,19.35,45.67,2.06,0.0,0.0,0.0,1.0,3,discount_customers
189,72.46153846153847,2.5292307692307694,39.36384615384615,23.85538461538461,16.164615384615384,12.741538461538463,1.9315384615384614,5.940769230769231,0.0,0.0,13.0,7,fresh_regulars
190,38.0,10.4,2.28,0.0,13.34,71.41,12.97,0.0,0.0,0.0,1.0,3,discount_customers
191,10.5,7.595,0.0,5.865,21.18,19.78,0.0,0.0,53.17,0.0,2.0,2,Loyal_customers
192,39.0,0.0,13.23,0.0,3.34,51.0,22.28,0.0,0.0,10.15,1.0,3,discount_customers
193,10.666666666666666,2.283333333333333,20.44,0.0,31.00666666666667,37.666666666666664,10.886666666666665,0.0,0.0,0.0,3.0,3,discount_customers
194,31.333333333333332,3.605,25.195000000000004,10.995,14.736666666666666,13.715000000000002,6.408333333333334,4.641666666666667,24.304999999999996,0.0,6.0,1,drink_buyers
195,52.666666666666664,9.723333333333334,11.399999999999999,33.583333333333336,18.173333333333332,27.546666666666667,6.973333333333334,0.0,2.3266666666666667,0.0,3.0,4,Beauty_buyers
196,5.0,20.05,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,8,health_conscious
197,25.833333333333332,0.09833333333333333,19.16,43.35833333333334,8.43,1.1833333333333333,5.956666666666666,20.419999999999998,1.4916666666666665,0.0,6.0,4,Beauty_buyers
198,29.0,15.3,15.99,0.0,27.2,29.27,1.58,0.0,0.0,25.96,1.0,1,drink_buyers
199,17.0,-18.880000000000003,32.595,0.0,50.255,10.425,6.725,0.0,0.0,0.0,2.0,6,pets_lovers
200,56.0,1.98,13.945,40.005,34.015,5.04,3.715,2.315,0.96,0.0,2.0,4,Beauty_buyers
201,24.0,7.35,37.72,0.0,26.48,22.43,13.38,0.0,0.0,0.0,1.0,1,drink_buyers
202,28.0,7.46,0.0,26.81,45.49,27.7,0.0,0.0,0.0,0.0,1.0,6,pets_lovers
203,59.6,8.44,27.324,17.856,19.140000000000004,25.6,7.917999999999999,2.16,0.0,0.0,5.0,1,drink_buyers
204,25.0,0.88,27.92,18.34,25.18,0.0,0.0,0.0,28.55,0.0,1.0,1,drink_buyers
205,37.0,5.03,22.79,0.0,39.4,25.17,12.64,0.0,0.0,0.0,1.0,1,drink_buyers
206,30.76923076923077,12.523076923076925,28.91846153846154,0.0,38.883076923076935,27.28076923076923,3.069230769230769,1.8484615384615386,0.0,0.0,13.0,7,fresh_regulars
207,38.285714285714285,11.469999999999999,12.604285714285714,13.295714285714284,40.46142857142856,29.38428571428571,4.2542857142857144,0.0,0.0,0.0,7.0,1,drink_buyers
208,30.75,16.490000000000002,9.39,0.0,72.4,14.485,3.7225,0.0,0.0,0.0,4.0,6,pets_lovers
209,10.0,4.01,8.88,0.0,0.0,10.9,0.0,0.0,80.23,0.0,1.0,2,Loyal_customers
210,25.333333333333332,0.5533333333333333,8.183333333333332,51.653333333333336,17.023333333333333,8.576666666666666,9.090000000000002,5.473333333333334,0.0,0.0,3.0,4,Beauty_buyers
211,77.0,3.2,7.05,41.89,20.4,0.0,19.24,11.43,0.0,0.0,1.0,4,Beauty_buyers
212,56.857142857142854,3.4314285714285715,10.55642857142857,61.37571428571429,12.380714285714287,8.003571428571428,3.9435714285714285,0.145,3.592142857142857,0.0,14.0,7,fresh_regulars
213,15.0,1.39,3.32,19.42,9.42,0.0,0.0,0.0,67.84,0.0,1.0,2,Loyal_customers
214,20.0,2.4666666666666663,20.916666666666668,0.43333333333333335,29.30333333333333,11.808333333333332,3.315,0.0,34.223333333333336,0.0,6.0,1,drink_buyers
215,63.666666666666664,2.4899999999999998,12.966666666666667,41.63333333333333,27.246666666666666,12.57,2.6999999999999997,2.8816666666666664,0.0,0.0,6.0,4,Beauty_buyers
216,24.0,1.635,73.935,0.0,26.064999999999998,0.0,0.0,0.0,0.0,0.0,2.0,1,drink_buyers
